Order,Family,Genus,Species,Common_names,
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,cinereus,"Hawaiian Hoary Bat, Hoary Bat",
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,degelidus,Jamaican Red Bat,
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,ebenus,Blackish Red Bat,
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,ega,Southern Yellow Bat,
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,egregius,Big Red Bat,
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,insularis,Cuban Yellow Bat,
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,intermedius,Northern Yellow Bat,
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,minor,Minor Red Bat,
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,pfeifferi,Pfeiffer's Red Bat,
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,salinae,,
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,seminolus,Seminole Bat,
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,varius,Cinnamon Red Bat,
CHIROPTERA,VESPERTILIONIDAE,Lasiurus,xanthinus,Western Yellow Bat,
CHIROPTERA,VESPERTILIONIDAE,Mimetillus,moloneyi,Moloney's Flat-headed Bat,
CHIROPTERA,VESPERTILIONIDAE,Murina,aenea,Bronze Tube-nosed Bat,
CHIROPTERA,VESPERTILIONIDAE,Murina,aurata,"Little Tube-nosed Bat, Tibetan Tube-nosed Bat",
CHIROPTERA,VESPERTILIONIDAE,Murina,balaensis,Bala Tube-nosed Bat,
CHIROPTERA,VESPERTILIONIDAE,Murina,bicolor,"Bicolored Tube-nosed Bat, Yellow-chested Tube-nosed Bat",
CHIROPTERA,VESPERTILIONIDAE,Murina,cyclotis,Round-eared Tube-nosed Bat,
CHIROPTERA,VESPERTILIONIDAE,Murina,florium,"Flute-nosed Bat, Flores Tube-nosed Bat",
CHIROPTERA,VESPERTILIONIDAE,Murina,fusca,Dusky Tube-nosed Bat,
CHIROPTERA,VESPERTILIONIDAE,Murina,gracilis,"Taiwanese Little Tube-nosed Bat, Gracile Tube-nosed Bat, Slender Tube-nosed Bat",
CHIROPTERA,VESPERTILIONIDAE,Murina,harrisoni,Harrison's Murine Bat,
CHIROPTERA,VESPERTILIONIDAE,Murina,hilgendorfi,"Greater Tube-nosed Bat, Hilgendorf's Tube-nosed Bat",
CHIROPTERA,VESPERTILIONIDAE,Murina,huttoni,"Hutton's Tube-nosed Bat, White-bellied Tube-nosed Bat",
CHIROPTERA,VESPERTILIONIDAE,Murina,jaintiana,Jaintia Tube-nosed Bat,
CHIROPTERA,VESPERTILIONIDAE,Murina,leucogaster,"Rufous Tube-nosed Bat, Greater Tube-nosed Bat",
CHIROPTERA,VESPERTILIONIDAE,Murina,pluvialis,Rainforest Tube-nosed Bat,
CHIROPTERA,VESPERTILIONIDAE,Murina,puta,"Taiwanese Tube-nosed Bat, Taiwan Tube-nosed Bat",
CHIROPTERA,VESPERTILIONIDAE,Murina,recondita,Faint-colored Tube-nosed Bat,
CHIROPTERA,VESPERTILIONIDAE,Murina,rozendaali,Gilded Tube-nosed Bat,
CHIROPTERA,VESPERTILIONIDAE,Murina,ryukyuana,Ryukyu Tube-nosed Bat,
CHIROPTERA,VESPERTILIONIDAE,Murina,suilla,"Brown Tube-nosed Bat, Lesser Tube-nosed Bat",
CHIROPTERA,VESPERTILIONIDAE,Murina,tenebrosa,"Gloomy Tube-nosed Bat, Tsushima Tube-nosed Bat",
CHIROPTERA,VESPERTILIONIDAE,Murina,tubinaris,Scully's Tube-nosed Bat,
CHIROPTERA,VESPERTILIONIDAE,Murina,ussuriensis,Ussuri Tube-nosed Bat,
CHIROPTERA,VESPERTILIONIDAE,Myotis,adversus,"Large-footed Myotis, Large-footed Mouse-eared Bat, Large-footed Bat, Grey Large-footed Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,aelleni,Southern Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,albescens,Silver-tipped Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,alcathoe,"ALCATHOE MYOTIS, Alcathoe Whiskered Bat, ALCATHOE WHISKERED BAT, Alcathoe Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,altarium,"Szechwan Myotis, South-western Mouse-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,anjouanensis,Anjouan Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,annamiticus,Annamit Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,annectans,"Hairy-faced Bat, Intermediate Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,atacamensis,"Atacama Myotis, Atacaman Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,ater,"Peters's Myotis, Small Black Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,aurascens,"STEPPE WHISKERED BAT, Steppe Whiskered Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,auriculus,Southwestern Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,australis,"Australian Myotis, Ustrailian Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,austroriparius,Southeastern Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,bartelsi,,
CHIROPTERA,VESPERTILIONIDAE,Myotis,bechsteinii,"Bechstein's Myotis, Bechstein's Myotis, Bechstein's Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,blythii,"LESSER MOUSE-EARED MYOTIS, Lesser Mouse-eared Bat, Lesser Mouse-eared Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,bocagii,"Bocage's Banana Bat, Bocage's Hairy Bat, Bocage's Mouse-eared Bat, Rufous Hairy Bat, Rufous Mouse-eared Bat, Rufous Mouse-eared Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,bombinus,Far Eastern Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,borneoensis,Bornean Whiskered Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,brandtii,"Brandt's Myotis, Brandt's Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,bucharensis,Bokhara Whiskered Bat,
CHIROPTERA,VESPERTILIONIDAE,Myotis,californicus,"California Myotis, Californian Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,capaccinii,Long-fingered Bat,
CHIROPTERA,VESPERTILIONIDAE,Myotis,chiloensis,Chilean Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,chinensis,Large Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,ciliolabrum,Western Small-footed Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,cobanensis,Guatemalan Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,csorbai,"Csorba's Mouse-eared Myotis., Csorba's Mouse-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,dasycneme,"Pond Bat, Pond Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,daubentonii,"Daubenton's Myotis, Daubenton's Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,davidii,David's Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,dieteri,Kock's Mouse-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Myotis,dinellii,Dinnell's Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,diminutus,,
CHIROPTERA,VESPERTILIONIDAE,Myotis,dominicensis,Dominican Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,elegans,Elegant Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,emarginatus,"Geoffroy's Bat, GEOFFROY'S MYOTIS, Geoffroy's Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,escalerai,Escalera's bat ,
CHIROPTERA,VESPERTILIONIDAE,Myotis,evotis,Long-eared Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,federatus,Malayan Whiskered Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,fimbriatus,"Fringed Long-footed Myotis, Hairy-legged Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,findleyi,Findley's Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,formosus,"Hodgson's Bat, Bartel's Myotis, Hodgson's Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,fortidens,Cinnamon Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,frater,"Fraternal Myotis, Long-tailed Whiskered Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,gomantongensis,Gomantong Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,goudoti,Malagasy Mouse-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Myotis,grisescens,"Gray Myotis, Grey Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,hasseltii,"Lesser Large-footed Myotis, Lesser Large-tooth Bat, Hasselt's Large-footed Myotis, Lesser Large-footed Bat, The Brown Bat, Van Hasselt's Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,hermani,Herman's Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,horsfieldii,"Horsfield's Myotis, Common Asiatic Myotis, Horsfield's Bat, Lesser Large-tooth Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,ikonnikovi,"Ikonnikov's Bat, Ikonnikov's Myotis, Ikonnikov's Whiskered Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,insularum,Insular Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,izecksohni,,
CHIROPTERA,VESPERTILIONIDAE,Myotis,keaysi,Hairy-legged Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,keenii,Keen's Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,laniger,Chinese Water Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,lavali,,
CHIROPTERA,VESPERTILIONIDAE,Myotis,leibii,Eastern Small-footed Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,levis,Yellowish Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,longipes,Kashmir Cave Bat,
CHIROPTERA,VESPERTILIONIDAE,Myotis,lucifugus,"Little Brown Bat, Little Brown Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,macrodactylus,Big-footed Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,macropus,Large-footed Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,macrotarsus,"Pallid Large-footed Myotis, Philippine Large-footed Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,martiniquensis,Schwartz's Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,melanorhinus,Dark-nosed Small-footed Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,moluccarum,"Maluku Myotis, Arafura Large-footed Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,montivagus,"Burmese Whiskered Myotis, Burmese Whiskered Bat, Large Brown Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,morrisi,Morris's Bat,
CHIROPTERA,VESPERTILIONIDAE,Myotis,muricola,"Nepalese Whiskered Bat, Nepalese Whiskered Myotis, Whiskered Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,myotis,"Greater Mouse-eared Bat, Large Mouse-eared Bat, Mouse-eared Bat, Mouse-eared Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,mystacinus,"Whiskered Myotis, WHISKERED MYOTIS, Whiskered Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,nattereri,Natterer's Bat,
CHIROPTERA,VESPERTILIONIDAE,Myotis,nesopolus,Curacao Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,nigricans,Black Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,nipalensis,Nepal Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,nyctor,,
CHIROPTERA,VESPERTILIONIDAE,Myotis,occultus,Arizona Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,oxyotus,Montane Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,peninsularis,Peninsular Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,pequinius,Peking Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,peytoni,Peyton's Whiskered Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,pilosus,"Rickett's Big-footed Myotis, Rickett's Big-footed Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,planiceps,Flat-headed Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,pruinosus,"Frosted Myotis, Blackish Whiskered Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,punicus,"Maghreb Mouse-eared Bat, Maghrebian Myotis, Maghrebian Myotis, Felten's Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,ridleyi,"Ridley's Myotis, Ridley's Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,riparius,Riparian Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,rosseti,Thick-thumbed Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,ruber,Red Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,rufoniger,Red and Black Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,rufopictus,Orange-fingered Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,schaubi,Schaub's Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,scotti,Scott's Mouse-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Myotis,secundus,,
CHIROPTERA,VESPERTILIONIDAE,Myotis,septentrionalis,Northern Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,sicarius,"Mandelli's Mouse-eared Myotis, Mandelli's Mouse-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,siligorensis,"Himalayan Whiskered Bat, Himalayan Whiskered Myotis, Siliguri Bat, Small-toothed Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,simus,Velvety Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,sodalis,"Indiana Bat, Indiana Myotis, Social Bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,soror,Reddish myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,stalkeri,"Stalker's Myotis, Kei Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,thysanodes,Fringed Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,tricolor,"Cape Hairy Bat, Cape Myotis, Temminck's Mouse-eared Bat, Three-coloured bat",
CHIROPTERA,VESPERTILIONIDAE,Myotis,velifer,Cave Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,vivesi,"Fish-eating Bat, Fish-eating Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,volans,Long-legged Myotis,
CHIROPTERA,VESPERTILIONIDAE,Myotis,weberi,,
CHIROPTERA,VESPERTILIONIDAE,Myotis,welwitschii,"Welwitch's Bat, Welwitsch's Hairy Bat, Welwitsch's Mouse-eared Bat, Welwitsch's Myotis",
CHIROPTERA,VESPERTILIONIDAE,Myotis,yanbarensis,Yanbaru Whiskered Bat,
CHIROPTERA,VESPERTILIONIDAE,Myotis,yumanensis,Yuma Myotis,
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,brunnea,"Dark-brown Serotine, Brown Pipistrelle Bat, Dark-brown Pipistrelle Bat",
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,capensis,"Cape Bat, Cape Serotine, Cape Pipistrelle Bat, Cape House Bat, Cape Serotine Bat",
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,flavescens,"Yellow Pipistrelle Bat, Yellow Serotine",
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,guineensis,"Guinean Pipistrelle Bat, Tiny Serotine",
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,helios,"Samburu Pipistrelle Bat, Helios Pipistrelle Bat, Heller's Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,isabella,Isabelline White-winged Serotine,
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,malagasyensis,Isalo Serotine,
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,matroka,"Malagasy Serotine, Matroka Bat, Malagasy Serotine",
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,melckorum,"Melck's Pipistrelle Bat, Melck's Serotine Bat, Melck's House Bat",
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,nana,"Banana Pipistrelle Bat, Banana Bat, Banana Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,rendalli,"Rendall's Serotine, Rendall's Serotine Bat, Rendall's Pipistrelle, Rendall's Pipistrelle Bat",
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,robertsi,,
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,roseveari,Rosevear's Serotine,
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,somalica,"Somali Serotine, Somali Serotine Bat, Somalian Pipistrelle Bat, Somali Pipistrelle Bat",
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,tenuipinnis,"Slenderwinged Pipistrelle Bat, White-winged Serotine, White-winged Pipistrelle Bat, White-winged Bat",
CHIROPTERA,VESPERTILIONIDAE,Neoromicia,zuluensis,"Zulu Pipistrelle Bat, Aloe Bat, Aloe Serotine Bat, Aloe Serotine, Zulu Serotine Bat",
CHIROPTERA,VESPERTILIONIDAE,Nyctalus,aviator,"Birdlike Noctule, Japanese Large Noctule",
CHIROPTERA,VESPERTILIONIDAE,Nyctalus,azoreum,"Azorean Bat, AZOREAN BAT, Azores Noctule",
CHIROPTERA,VESPERTILIONIDAE,Nyctalus,furvus,Japanese Noctule,
CHIROPTERA,VESPERTILIONIDAE,Nyctalus,lasiopterus,"Giant Noctule, Greater Noctule Bat",
CHIROPTERA,VESPERTILIONIDAE,Nyctalus,leisleri,"Lesser Noctule, Leisler's Bat",
CHIROPTERA,VESPERTILIONIDAE,Nyctalus,montanus,Mountain Noctule,
CHIROPTERA,VESPERTILIONIDAE,Nyctalus,noctula,Noctule,
CHIROPTERA,VESPERTILIONIDAE,Nyctalus,plancyi,"Chinese Noctule, Mountain Noctule",
CHIROPTERA,VESPERTILIONIDAE,Nycticeinops,schlieffeni,"Schlieffen's Bat, Schlieffen's Twilight Bat",
CHIROPTERA,VESPERTILIONIDAE,Nycticeius,aenobarbus,Temminck's Mysterious Bat,
CHIROPTERA,VESPERTILIONIDAE,Nycticeius,cubanus,Cuban Evening Bat,
CHIROPTERA,VESPERTILIONIDAE,Nycticeius,humeralis,Evening Bat,
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,arnhemensis,Northern Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,bifax,Eastern Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,corbeni,Corben's Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,daedalus,Pallid Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,geoffroyi,Lesser Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,gouldi,Gould's Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,heran,"Sundan Long-eared Bat, Sunda Long-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,howensis,Lord Howe Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,majori,Greater Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,microdon,"Small-toothed Long-eared Bat, Small-toothed Bat",
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,microtis,"Papuan Long-eared Bat, New Guinea Long-eared Bat, Small-eared Nyctophilus",
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,nebulosus,New Caledonia Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,shirleyae,"Shirley's Long-eared Bat, Mount Missim Long-eared Bat, New Guinea Big-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,sherrini,Tasmanian Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,walkeri,Pygmy Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Otonycteris,hemprichii,"Desert Long-eared Bat, Hemprich's Long-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Otonycteris,leucophaea,Turkestani Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Pharotis,imogene,"Thomas's Big-eared Bat, New Guinea Big-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Philetor,brachypterus,"Rohu's Bat, Short-winged Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Phoniscus,aerosa,Dubious Trumpet-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Phoniscus,atrox,"Groove-toothed Trumpet-eared Bat, Groove-toothed Bat, Gilded Groove-toothed Bat",
CHIROPTERA,VESPERTILIONIDAE,Phoniscus,jagorii,"Peters's Trumpet-eared Bat, Common Trumpet-eared Bat, Peter's Trumpet-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Phoniscus,papuensis,Golden-tipped Bat,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,abramus,"Japanese Pipistrelle, Japanese Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,adamsi,"Forest Pipistrelle, Cape York Pipistrelle, Adams's Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,aero,"Mount Gargues Pipistrelle, Mt. Gargues Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,alaschanicus,Alashanian Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,anchietae,"Anchieta's Bat, Anchieta's Pipistrelle, Miombo pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,angulatus,"New Guinea Pipistrelle, Angulate Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,arabicus,Arabian Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,ariel,Desert Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,cadornae,"Cadorna's Pipistrelle, Cadorna's Pipistrelle, Thomas's Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,ceylonicus,Kelaart's Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,collinus,"Mountain Pipistrelle, Greater Papuan Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,coromandra,"Coromandel Pipistrelle, Indian Pipistrelle, Little Indian Bat",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,crassulus,Broad-headed Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,eisentrauti,Eisentraut's Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,endoi,Endo's Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,hanaki,Hanaki's Dwarf Bat,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,hesperidus,"African pipistrelle, Dusky pipistrelle.",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,hesperus,Western Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,imbricatus,Brown Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,inexspectatus,Aellen's Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,javanicus,Javan Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,kuhlii,Kuhl's Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,maderensis,Madeira Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,minahassae,Minahassa Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,murrayi,Christmas Island Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,musciculus,Mouselike Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,nanulus,Tiny Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,nathusii,Nathusius' Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,papuanus,"Papuan Pipistrelle, Lesser Papuan Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,paterculus,"Mount Popa Pipistrelle, Paternal Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,permixtus,Dar-es-salaam Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,pipistrellus,Common Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,pulveratus,Chinese Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,pygmaeus,"Pygmy Pipistrelle, Soprano Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,raceyi,Racey's Pipistrelle Bat,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,rueppellii,"Rüppel's Pipistrelle, Rüppell's Bat, Ruppell's Pipistrelle, Rüppel's Pipistrelle Bat",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,rusticus,"Rusty Bat, Rusty Pipistrelle, Rusty Pipistrelle Bat",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,stenopterus,Narrow-winged Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,sturdeei,"Bonin Pipistrelle, Sturdee's Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,subflavus,Eastern Pipistrelle,
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,tenuis,"Least Pipistrelle, Indian Pygmy Bat",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,wattsi,"Watts's Pipistrelle, Watt's Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,westralis,"Northern Pipistrelle, Koopman's Pipistrelle",
CHIROPTERA,VESPERTILIONIDAE,Plecotus,auritus,"Brown Big-eared Bat, Brown Long-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Plecotus,austriacus,"Gray Big-eared Bat, Grey Long-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Plecotus,balensis,Ethiopian Big-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Plecotus,christii,Christie's Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Plecotus,kolombatovici,"Kolombatovic's Long-eared Bat, Mediterranean Long-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Plecotus,macrobullaris,Mountain Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Plecotus,ognevi,Ognev's Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Plecotus,sacrimontis,Japanese Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Plecotus,sardus,Sardinian Long-eared Bat,
CHIROPTERA,VESPERTILIONIDAE,Plecotus,taivanus,"Taiwan Long-eared Bat, Taiwan Big-eared Bat, Formosan Long-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Plecotus,teneriffae,"Canary Big-eared Bat, Canary Long-eared Bat, Tenerife Long-eared Bat",
CHIROPTERA,VESPERTILIONIDAE,Rhogeessa,aeneus,Yucatan Yellow Bat,
CHIROPTERA,VESPERTILIONIDAE,Rhogeessa,alleni,Allen's Yellow Bat,
CHIROPTERA,VESPERTILIONIDAE,Rhogeessa,bickhami,,
CHIROPTERA,VESPERTILIONIDAE,Rhogeessa,genowaysi,Genoways's Yellow Bat,
